Text,Main_Class,Sub_Class
"We Provide Diverse solutions in documents production ranging from Covid-19 Vaccine Card, COVID-19 Vaccine Passport/Certificate, Passports, Driver’s License, ID Cards, Resident Permits, Certificates,  Counterfeit bank notes etc. Our services are top quality contact us and learn more.",Market,COVID-19
"Solutions documents Covid-19 Vaccine Card, COVID-19 Vaccine Passport/Certificate",Market,COVID-19
documents services COVID-19 test,Market,COVID-19
We help you to buy  Real and Fake documents like ssn-social security number,Market,COVID-19
"We help you to buy  Real and Fake documents, Covid-19 test results",Market,COVID-19
"visa-green cards, UK-USA driving license, US passport, work permit of any respected country without any time consuming. It will help you while you are outside of your country. We can make these all identity in just 5 working days for a ride.",Market,COVID-19
We help you to buy Covid-19 CDC,Market,COVID-19
We help you to buy green pass,Market,COVID-19
buy vaccination QR code,Market,COVID-19
Our certified service surcharge will be original and Registered in the database,Market,COVID-19
You can be verified easily without any issue CDC,Market,COVID-19
"Once you place an order by filling our secure contact us form, we will take just couple of hours to get your details and requirement.",Market,COVID-19
Our quick handy team will help you to flush out your documents tension,Market,COVID-19
"Korba technologies, you will get quick document services at very lowest prices. All your certificates are verified and registered in database system",Market,COVID-19
"Buy drivers license, ID card and certificates, Covid-19 vaccine card",Market,COVID-19
"Buy registered passports, drivers license, ID card and certificates, Covid-19 vaccine card,",Market,COVID-19
"We are the best producers of HIGH QUALITY document,Getting a fake and a real (genuine) passport, ID or driving license or any other document is simple. we can make you both real and fake documents.",Market,COVID-19
The real documents are more e??ensive than the fake because,Market,COVID-19
"it takes time, skill and contacts to get it done. Note that, the fake",Market,COVID-19
"is going to be 100% unique and in very good quality. The difference is based on the registration of the numbers. The real Document will be registered with the country's database so you can use it to travel to any country of your choice or in the country, mean while the fake will not be registered but can be used as well.",Market,COVID-19
"Buy fake USA,EU,UK,AU,Canada and fake Israeli passports,",Market,COVID-19
"Sildenafil UK-92,480) Pfizer's Sandwich, Kent, England. It The Morriston Hospital Swansea. Phase I Ian Osterloh Pfizer The FDA March United States, United States It Viagra US$1.934",Market,COVID-19
"Sildenafil UK-92,480) Pfizer's Sandwich, Kent, England. It The Morriston Hospital Swansea US$1.867",Market,COVID-19
"They Proteins Phenylalanine, Tyrosine Dopamine",Market,COVID-19
buy QR cov19 code,Market,COVID-19
Free recovery certificate sars-cov19,Market,COVID-19
"additional info of vaccine, as when the doses were administered, who is the manufacturer, etc.",Market,COVID-19
COVID-19 Vaccination Card,Market,COVID-19
"Covid-19 test, vaccine passport, Covid-19 Vaccine pass covid, Covid vaccine, Record Card.",Market,COVID-19
certificate sars-cov19,Market,COVID-19
vendor info of vaccine as when the doses were administered the manufacturer,Market,COVID-19
COVID Vaccination Card,Market,COVID-19
Covid-19 test and vaccine passport,Market,COVID-19
Fake Tests All Keep People Fear,Market,COVID-19
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19
Fake Pandemic: All Keep People Fear,Market,COVID-19
"As We Brave New World COVID-1984. We War Bioterror, PCR There It",Market,COVID-19
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19
Fake Tests Fake Pandemic,Market,COVID-19
Fake Tests All Keep People Fear,Market,COVID-19
"New World COVID-1984. We War Bioterror, PCR There It",Market,COVID-19
Fake Keep People Fear,Market,COVID-19
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19
fake pandemic keep People Fear,Market,COVID-19
"As We Brave New World COVID-1984. We War Bioterror, PCR There It",Market,COVID-19
"UK-USA driving license, US passport, work permit of any respected country without any time consuming. It will help you while you are outside of your country. We can make these all identity in just 5 working days for a ride.",Market,COVID-19
buy CDC,Market,COVID-19
vaccination card,Market,COVID-19
"visa-green cards, work permit of any respected country without any time consuming. It will help you while you are outside of your country. We can make these all identity in just 5 working days for a ride.",Market,COVID-19
How to buy Covid-19 CDC,Market,COVID-19
BUY: green pass,Market,COVID-19
BioNTech Covid-19 Europe,Market,COVID-19
"vendor German Bio N Tech, Pfizer Covid",Market,COVID-19
market: Vaccination passport,Market,COVID-19
access Test certificate,Market,COVID-19
verified easily without any issue CDC,Market,COVID-19
place an order by filling our secure contact us form take just hours to get your details and requirement.,Market,COVID-19
The EU COVID Vaccination Passport will be issued to all those who have been fully vaccinated,Market,COVID-19
BUY Corona virus with one of the four vaccines Moderna,Market,COVID-19
NEWS: Austria Locks Down 2 Million Unvaccinated Citizens,Forum,COVID-19
Cheat the system,Forum,COVID-19
examine the difference “perfect” vaccines and “leaky”,Forum,COVID-19
Perfect vaccines are so-named because they mimic the perfect immunity that humans naturally,Forum,COVID-19
Digital Certificate of Vaccination,Market,COVID-19
With a medical certificate of vaccination you can use the app to very simple proof of vaccination with absolute legal certainty.,Market,COVID-19
Since the legal proof is in line with EU guidelines,Market,COVID-19
complies with data protection requirements and works with the FHIR standard.,Market,COVID-19
The EU Digital COVID Certificate contains a QR code with a digital signature to protect it against falsification.,Market,COVID-19
"When the certificate is checked, the QR code is scanned and the signature verified",Market,COVID-19
"Which type of vaccine you received (Pfizer, Moderna, or Johnson & Johnson)",Market,COVID-19
ImpfPassDE (Covid 19 Vaccination Passport from Germany),Market,COVID-19
Vaccination Passport France (QR code in app «TousAntiCovid Verif») $149,Market,COVID-19
OLD PRICE: $199 Buy now,Market,COVID-19
ImpfPassDE (Covid 19 Vaccination Passport from Germany) $149,Market,COVID-19
Buy now Johnson and Johnson vaccine Record in VAMS (USA) $149,Market,COVID-19
Romanian (Check DCC app) $149,Market,COVID-19
OLD PRICE: $199 Buy now,Market,COVID-19
Czech Republic (DCC standard) $149,Market,COVID-19
OLD PRICE: $199,Market,COVID-19
Vaccination Passport for UK (NHS App) $199,Market,COVID-19
Ukraine Pfizer (Diya APP) $199 Buy now,Market,COVID-19
Fiji AstraZeneca (https://vra.digitalfiji.gov.fj) $109,Market,COVID-19
New Zealand Health Account (https://app.covid19.health.nz/) PRICE $199,Market,COVID-19
Vaccination certificate for Austria (Der Grüne Pass)$149,Market,COVID-19
OLD PRICE: $199 MODERNA,Market,COVID-19
Vaccination Passport for Switzerland (Swiss Covid app) $149,Market,COVID-19
OLD PRICE: $150 Vaccination Passport for Greece (Covid Free Gr) $149,Market,COVID-19
OLD PRICE: $130 moderna,Market,COVID-19
Vaccination Passport for Belgium (Registered in the CovidSafeBE app) 149,Market,COVID-19
OLD PRICE: $199 Buy now Vaccination Certificate for Spain (Travel Safe),Market,COVID-19
buy vaccine $149 OLD PRICE: $199,Market,COVID-19
Buy now Vaccination Certificate for Netherlands (Dutch GGD system) $149,Market,COVID-19
Buy now Vaccination Passport for Finland $149,Market,COVID-19
OLD PRICE: $199 Buy now vaccine ,Market,COVID-19
Vaccination Passport for Ireland (EU DCC) $149,Market,COVID-19
OLD PRICE: $199 Buy now,Market,COVID-19
Vaccination Passport for Canada (app Vaxicode Verif) $149,Market,COVID-19
OLD PRICE: $199,Market,COVID-19
Buy now Vaccination Passport for Australia (Express Plus Medicare mobile app) $149,Market,COVID-19
OLD PRICE: $199 Buy now Vaccination Passport for Italy,Market,COVID-19
Buy Vaccination Passport for Portugal $149 OLD PRICE: $19,Market,COVID-19
Buy now Vaccination Passport for Latvia (covid19sertifikats.lv),Market,COVID-19
Vaccination Passport for Estonia (Kriis.ee) 149,Market,COVID-19
OLD PRICE: $199Buy now,Market,COVID-19
Vaccination Passport for Slovenia (application ZVEM) $149,Market,COVID-19
OLD Buy now Vaccination Passport for Other Country $149,Market,COVID-19
OLD PRICE: $100 Buy now Vaccination Passport for Russia (Integrated into Gosuslugi.ru),Market,COVID-19
Vaccination Passport for Morocco (download from liqahcorona.ma) $149,Market,COVID-19
OLD PRICE: $100,Market,COVID-19
Buy now Vaccination Passport for Brazil (add info to SUS),Market,COVID-19
Ukraine Pfizer (Diya APP) $199 Buy now,Market,COVID-19
Fiji AstraZeneca (https://vra.digitalfiji.gov.fj) $109,Market,COVID-19
New Zealand Health Account (https://app.covid19.health.nz/) PRICE $199,Market,COVID-19
Vaccination certificate for Austria (Der Grüne Pass)$149,Market,COVID-19
Vaccination Passport for Switzerland (Swiss Covid app) $149,Market,COVID-19
OLD PRICE: $150 Vaccination Passport for Greece (Covid Free Gr) $149,Market,COVID-19
Vaccination Passport for Belgium,Market,COVID-19
Covid Certificates by Countries,Market,COVID-19
Covid Certificates by Countries,Market,COVID-19
Officially Registered and Unregistered,Market,COVID-19
Required information : Set in Order Description,Market,COVID-19
Poland Covid Certificate €50.00 Add to cartQuick View,Market,COVID-19
Poland Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
Romania Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19
Romania Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
USA Covid Certificate €50.00,Market,COVID-19
USA Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
France Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19
France Covid Certificate €300.00,Market,COVID-19
Australia Covid Certificate “Not Registered”,Market,COVID-19
€50.00 Add to cartQuick View,Market,COVID-19
Australia Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
Lithuania Covid €50.00 Add to cartQuick View,Market,COVID-19
Lithuania Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
Russian Covid Certificate “Not Registered”,Market,COVID-19
€50.00 Add to cartQuick View,Market,COVID-19
Russian Covid Certificate “Registered” €300.00 Add to cartQuick View,Market,COVID-19
Malta Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19
Malta Covid Certificate “Registered” €300.00 Add to cartQuick View,Market,COVID-19
Switzerland Covid Certificate “Not Registered”,Market,COVID-19
€50.00 Add to cartQuick View Switzerland Covid Certificate “Registered”,Market,COVID-19
€300.00 Add to cartQuick View,Market,COVID-19
Electronic version for Europe with QR code,Market,COVID-19
€500.00 Add to cartQuick View Belgium Covid Certificate “Not Registered”,Market,COVID-19
€50.00 Add to cartQuick View Belgium Covid Certificate “Registered”,Market,COVID-19
€300.00 Add to cartQuick View,Market,COVID-19
Israel Covid Certificate “Not Registered” €100.00 Add to cartQuick View,Market,COVID-19
Israel Covid Certificate “Registered”     €400.00 Add to cartQuick View,Market,COVID-19
Italy Covid Certificate  €50.00 Add to cartQuick View,Market,COVID-19
Italy Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
Germany Covid Certificate “Not Registered”,Market,COVID-19
€100.00 Add to cartQuick View Germany Covid Certificate “Registered”,Market,COVID-19
Greek Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19
Greek Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
Belgium Certificate “Registered + Digital” €400.00 Add to cartQuick View,Market,COVID-19
Spain Covid Certificate “Not Registered”  €50.00 Add to cartQuick View,Market,COVID-19
Spain Covid Certificate “Registered” €300.00 Add to cartQuick View,Market,COVID-19
AstraZeneca COVID-19 vaccine (10 shots) 280.00,Market,COVID-19
Pfizer-BioNTech-COVID-19-Vaccine-600x356-1-3 Buy COVID-19 Vaccine,Market,COVID-19
Buy Pfizer BioNTech COVID-19 vaccine Read more,Market,COVID-19
Sale! Covid-19 Vaccine Cards,Market,COVID-19
Covid-19 Vaccine Cards French/European,Market,COVID-19
“Covid Health Pass” $550.00 $450.00,Market,COVID-19
Johnson & Johnson’s Add to cart Sale!,Market,COVID-19
Johnson & Johnson’s Janssen COVID-19 Vaccine (10shots),Market,COVID-19
Janssen COVID-19 Vaccine (10shots),Market,COVID-19
Buy COVID-19 Vaccine Johnson & Johnson’s Janssen COVID-19 Vaccine,Market,COVID-19
Janssen COVID-19 Vaccine,Market,COVID-19
Johnson & Johnson’s Janssen COVID-19 Vaccine (10shots),Market,COVID-19
COVID-19 Vaccine (10shots) $280.00,Market,COVID-19
Moderna COVID-19 Vaccine (10 shots) Buy COVID-19 Vaccine,Market,COVID-19
Moderna COVID-19 Vaccine (10 shots) $280.00,Market,COVID-19
$250.00 Add to cart Sputnik V COVID-19 vaccine,Market,COVID-19
Sale! Sputnik V COVID-19 vaccine,Market,COVID-19
"COVID-19, Sputnik V COVID-19 vaccine",Market,COVID-19
Sputnik V COVID-19 vaccine(10 shots) $260.00,Market,COVID-19
Sputnik V COVID-19 vaccine $230.00,Market,COVID-19
Sputnik vaccine Add to cart,Market,COVID-19
AstraZeneca COVID-19 vaccine (10 shots) 280.00,Market,COVID-19
Pfizer-BioNTech-COVID-19-Vaccine-600x356-1-3 Buy COVID-19 Vaccine,Market,COVID-19
Buy Pfizer BioNTech COVID-19 vaccine Read more,Market,COVID-19
Sale Covid-19 Vaccine Cards,Market,COVID-19
Covid-19 Vaccine Cards European,Market,COVID-19
Covid Health Pass $450.00,Market,COVID-19
COVID Certificate SUISSE,Market,COVID-19
COVID Pass GENERATOR,Market,COVID-19
Johnson & Johnson’s Sale!,Market,COVID-19
COVID-19 Vaccine (10shots),Market,COVID-19
Russian Covid Certificate €300.00,Market,COVID-19
“Not Registered” €50.00 Add to cartQuick View,Market,COVID-19
Malta Covid Certificate “Registered” ,Market,COVID-19
Switzerland Covid Certificate “Registered”,Market,COVID-19
€50.00 Add to cartQuick View Switzerland Covid ,Market,COVID-19
€300 Add to cartQuick View,Market,COVID-19
Electronic version for UK with QR code,Market,COVID-19
€500.00 Belgium Covid Certificate “Not Registered”,Market,COVID-19
€50.00 Add to cartQuick View Belgium Covid Certificate,Market,COVID-19
Quick View VACCINE CARD,Market,COVID-19
trade-bio war,Forum,COVID-19
Green Terrorism!,Forum,COVID-19
This flu hoax is almost that it cannot be unintentionally retarded,Forum,COVID-19
these morons are literally handing you all the data that tells you there is no pandemic,Forum,COVID-19
"while telling you theres a pandemic, theyre getting retard celebrities to push vaccines using almost childlike propaganda while simultaneously posting an endless stream of vaccine deaths and injuries",Forum,COVID-19
its almost COVID test,Forum,COVID-19
only the most retarded of retarded sheep can believe this hoax and accept,Forum,COVID-19
with whatever that shit theyre,Forum,COVID-19
calling a vaccine is,Forum,COVID-19
rational free-thinking people and OUTNUMBER,Forum,COVID-19
imagine what a democratic,Forum,COVID-19
has been pursued over the years,Forum,COVID-19
re already barred for this very reasonwhat if the vacine passport is a trick to stamp out retards,Forum,COVID-19
world where politicians are unable,Forum,COVID-19
are accountable to a free-thinking and critical voting block,Forum,COVID-19
"we can finally unite without these imbeciles, where they have absolutely no political power",Forum,COVID-19
followers of the covid cult will be at the mercy,Forum,COVID-19
private corporation than it does a public health,Forum,COVID-19
"Gates holds an incredible amount of sway over decisions made at the WHO, which impact most countries",Forum,COVID-19
"Gates holds an incredible amount of sway over decisions made at the WHO, which impact most countries",Forum,COVID-19
"Switzerland where such deals are made, as does GAVI, and has though it is unclear if he was ever actually voted in as such.",Forum,COVID-19
What is in the fine print of their vaccines?,Forum,COVID-19
which caused the blood clots,Forum,COVID-19
Shaw Astra Zeneca Covid,Forum,COVID-19
vaccine-induced thrombotic,Forum,COVID-19
suffered as a result of vaccination,Forum,COVID-19
Lethal Moderna Vaccine!,Forum,COVID-19
With a medical certificate of vaccination absolute legal certainty.,Market,COVID-19
Since the legal is in line with EU guidelines,Market,COVID-19
complies with data protection requirements and works with the FHIR standard,Market,COVID-19
EU Digital COVID Certificate against falsification.,Market,COVID-19
the QR code is scanned and the signature verified,Market,COVID-19
"vaccine you received (Pfizer, Moderna, or Johnson & Johnson)",Market,COVID-19
ImpfPassDE Covid-19 Vaccination Passport,Market,COVID-19
Vaccination Passport France TousAntiCovid Verif 149,Market,COVID-19
OLD PRICE: $199 Buy now 10 shot,Market,COVID-19
ImpfPassDE $149,Market,COVID-19
Buy now Johnson and Johnson ,Market,COVID-19
Romanian (Check DCC app) $149,Market,COVID-19
OLD PRICE: $199 Buy now,Market,COVID-19
Czech Republic (DCC standard) $149,Market,COVID-19
Vaccination Passport for UK (NHS App) $199,Market,COVID-19
Ukraine Pfizer (Diya APP) $199 Buy now,Market,COVID-19
Fiji AstraZeneca ,Market,COVID-19
New Zealand Health Account ,Market,COVID-19
Vaccination certificate for Austria (Der Grüne Pass)$149,Market,COVID-19
OLD PRICE: $199 MODERNA,Market,COVID-19
Vaccination  Switzerland (Swiss Covid app) $149,Market,COVID-19
OLD PRICE: $150 Vaccination Passport for Greece (Covid Free Gr) $149,Market,COVID-19
OLD PRICE: $130 MDRN,Market,COVID-19
Vaccination Passport for Belgium (Registered in the CovidSafeBE app) 149,Market,COVID-19
OLD PRICE Travel Safe),Market,COVID-19
buy vaccine PRICE: $199,Market,COVID-19
Buy now Vaccination Certificate for Netherlands (Dutch GGD system) $149,Market,COVID-19
Buy Vaccination Passport for Finland $149,Market,COVID-19
OLD PRICE: $199 Buy now vaccine ,Market,COVID-19
BUY NOW Vaccination Passport for Ireland (EU DCC) $149,Market,COVID-19
OLD PRICE: $199 Buy now,Market,COVID-19
Vaccination Passport for Canada (app Vaxicode Verif) $149,Market,COVID-19
OLD PRICE: $199,Market,COVID-19
Buy now Vaccination Passport for Australia (Express Plus Medicare mobile app) $149,Market,COVID-19
OLD PRICE: $199 Buy now Vaccination Passport for Italy,Market,COVID-19
Buy Vaccination Passport for Portugal $149 OLD PRICE: $19,Market,COVID-19
Buy now Vaccination  for Latvia (covid19sertifikats.lv),Market,COVID-19
Vaccination Passport for Estonia (Kriis.ee) 149,Market,COVID-19
OLD PRICE: $199Buy now,Market,COVID-19
Vaccination Passport for Slovenia (application ZVEM) $149,Market,COVID-19
OLD Buy now Vaccination Passport for Other Country $149,Market,COVID-19
OLD PRICE: $100 Buy now Vaccination Passport for Russia (Integrated into Gosuslugi.ru),Market,COVID-19
Vaccination Passport for Morocco (download from liqahcorona.ma) $149,Market,COVID-19
OLD PRICE: $100,Market,COVID-19
 Passport for Brazil (add info to SUS),Market,COVID-19
Ukraine Pfizer (Diya APP) $199 Buy now,Market,COVID-19
Fiji AstraZeneca (https://vra.digitalfiji.gov.fj) $109,Market,COVID-19
New Zealand Health Account (https://app.covid19.health.nz/) PRICE $199,Market,COVID-19
Vaccination for Austria (Der Grüne Pass)$149,Market,COVID-19
Vaccination Passport for Switzerland,Market,COVID-19
Covid Free Gr $149,Market,COVID-19
Vaccination Passport for Belgium,Market,COVID-19
Covid Certificates by Countries,Market,COVID-19
Covid Certificates by Countries,Market,COVID-19
Officially Unregistered,Market,COVID-19
Required information : Set in Order Description,Market,COVID-19
Poland Covid  €50.00 Add to cartQuick View,Market,COVID-19
Poland Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
Romania Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19
Romania Covid Certificate View,Market,COVID-19
USA Covid Certificate €50.00,Market,COVID-19
USA Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19
SALE France Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19
France Covid Certificate doscount,Market,COVID-19
buy now: Australia Covid Certificate,Market,COVID-19
